사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
152015,2013098,1150010300,11500006,서울특별시 강서구6,서울특별시 강서구 화곡동(청구빌라트 부근),6,6,2,3,1,0,126.8458046,37.54547831,"{""type"":""Polygon"",""coordinates"":[[[126.8474049,37.5467525],[126.847062,37.5469766],[126.8466707,37.5471431],[126.8462461,37.5472457],[126.8458046,37.5472803],[126.8453631,37.5472457],[126.8449385,37.5471431],[126.8445472,37.5469766],[126.8442043,37.5467525],[126.8439228,37.5464794],[126.8437137,37.5461679],[126.8435849,37.5458298],[126.8435414,37.5454783],[126.8435849,37.5451267],[126.8437137,37.5447887],[126.8439229,37.5444772],[126.8442043,37.5442041],[126.8445473,37.54398],[126.8449385,37.5438135],[126.8453631,37.5437109],[126.8458046,37.5436763],[126.8462461,37.5437109],[126.8466707,37.5438135],[126.8470619,37.54398],[126.8474049,37.5442041],[126.8476863,37.5444772],[126.8478955,37.5447887],[126.8480243,37.5451267],[126.8480678,37.5454783],[126.8480243,37.5458298],[126.8478955,37.5461679],[126.8476864,37.5464794],[126.8474049,37.5467525]]]}"
138697,2013098,1153010200,11530001,서울특별시 구로구1,서울특별시 구로구 구로동(한국인력관리공단 부근),3,3,0,2,1,0,126.8924356,37.48593292,"{""type"":""Polygon"",""coordinates"":[[[126.8940346,37.4872071],[126.893692,37.4874312],[126.893301,37.4875978],[126.8928768,37.4877003],[126.8924356,37.4877349],[126.8919944,37.4877003],[126.8915702,37.4875978],[126.8911792,37.4874312],[126.8908365,37.4872071],[126.8905553,37.4869341],[126.8903463,37.4866225],[126.8902177,37.4862845],[126.8901742,37.4859329],[126.8902177,37.4855813],[126.8903464,37.4852433],[126.8905554,37.4849318],[126.8908366,37.4846587],[126.8911793,37.4844346],[126.8915702,37.4842681],[126.8919944,37.4841655],[126.8924356,37.4841309],[126.8928767,37.4841655],[126.893301,37.4842681],[126.8936919,37.4844346],[126.8940346,37.4846587],[126.8943158,37.4849318],[126.8945248,37.4852433],[126.8946535,37.4855813],[126.894697,37.4859329],[126.8946535,37.4862845],[126.8945248,37.4866225],[126.8943159,37.4869341],[126.8940346,37.4872071]]]}"
146571,2013098,1153010600,11530002,서울특별시 구로구2,서울특별시 구로구 고척동(고척동청구아파트 부근),3,3,0,3,0,0,126.863307,37.50055331,"{""type"":""Polygon"",""coordinates"":[[[126.8649064,37.5018275],[126.8645637,37.5020516],[126.8641726,37.5022182],[126.8637483,37.5023207],[126.863307,37.5023553],[126.8628658,37.5023207],[126.8624415,37.5022182],[126.8620504,37.5020516],[126.8617077,37.5018275],[126.8614264,37.5015544],[126.8612174,37.5012429],[126.8610887,37.5009048],[126.8610452,37.5005533],[126.8610887,37.5002017],[126.8612174,37.4998637],[126.8614264,37.4995522],[126.8617077,37.4992791],[126.8620505,37.499055],[126.8624415,37.4988885],[126.8628658,37.4987859],[126.863307,37.4987513],[126.8637483,37.4987859],[126.8641726,37.4988885],[126.8645636,37.499055],[126.8649064,37.4992791],[126.8651876,37.4995522],[126.8653967,37.4998637],[126.8655254,37.5002017],[126.8655689,37.5005533],[126.8655254,37.5009048],[126.8653967,37.5012429],[126.8651877,37.5015544],[126.8649064,37.5018275]]]}"
145601,2013098,1153010800,11530003,서울특별시 구로구3,서울특별시 구로구 오류동(새마을금고오류2동지점 부근),4,4,0,4,0,0,126.840161,37.4908278,"{""type"":""Polygon"",""coordinates"":[[[126.8417601,37.492102],[126.8414174,37.4923261],[126.8410264,37.4924926],[126.8406022,37.4925952],[126.840161,37.4926298],[126.8397198,37.4925952],[126.8392955,37.4924926],[126.8389045,37.4923261],[126.8385618,37.492102],[126.8382806,37.4918289],[126.8380716,37.4915174],[126.8379429,37.4911793],[126.8378995,37.4908278],[126.8379429,37.4904762],[126.8380716,37.4901382],[126.8382806,37.4898266],[126.8385619,37.4895536],[126.8389046,37.4893295],[126.8392955,37.4891629],[126.8397198,37.4890604],[126.840161,37.4890258],[126.8406022,37.4890604],[126.8410264,37.4891629],[126.8414174,37.4893295],[126.8417601,37.4895536],[126.8420413,37.4898266],[126.8422503,37.4901382],[126.842379,37.4904762],[126.8424225,37.4908278],[126.842379,37.4911793],[126.8422504,37.4915174],[126.8420414,37.4918289],[126.8417601,37.492102]]]}"
146570,2013098,1153010800,11530004,서울특별시 구로구4,서울특별시 구로구 오류동(시티월드앞 부근),4,4,0,4,0,0,126.8398274,37.49535215,"{""type"":""Polygon"",""coordinates"":[[[126.8414267,37.4966264],[126.8410839,37.4968505],[126.8406929,37.497017],[126.8402686,37.4971195],[126.8398274,37.4971542],[126.8393862,37.4971195],[126.8389619,37.497017],[126.8385709,37.4968505],[126.8382282,37.4966264],[126.8379469,37.4963533],[126.8377379,37.4960417],[126.8376092,37.4957037],[126.8375658,37.4953521],[126.8376092,37.4950006],[126.8377379,37.4946625],[126.8379469,37.494351],[126.8382282,37.4940779],[126.8385709,37.4938538],[126.8389619,37.4936873],[126.8393862,37.4935848],[126.8398274,37.4935501],[126.8402686,37.4935848],[126.8406929,37.4936873],[126.8410839,37.4938538],[126.8414266,37.4940779],[126.8417079,37.494351],[126.8419169,37.4946625],[126.8420456,37.4950006],[126.8420891,37.4953521],[126.8420456,37.4957037],[126.8419169,37.4960417],[126.8417079,37.4963533],[126.8414267,37.4966264]]]}"
145603,2013098,1153010200,11530005,서울특별시 구로구5,서울특별시 구로구 구로동(두산아파트 부근),4,6,0,5,1,0,126.888865,37.48933477,"{""type"":""Polygon"",""coordinates"":[[[126.8904641,37.490609],[126.8901214,37.4908331],[126.8897305,37.4909996],[126.8893062,37.4911022],[126.888865,37.4911368],[126.8884238,37.4911022],[126.8879996,37.4909996],[126.8876086,37.4908331],[126.8872659,37.490609],[126.8869846,37.4903359],[126.8867757,37.4900244],[126.886647,37.4896863],[126.8866035,37.4893347],[126.886647,37.4889832],[126.8867757,37.4886452],[126.8869847,37.4883336],[126.8872659,37.4880605],[126.8876086,37.4878364],[126.8879996,37.4876699],[126.8884238,37.4875674],[126.888865,37.4875328],[126.8893062,37.4875674],[126.8897304,37.4876699],[126.8901214,37.4878364],[126.8904641,37.4880605],[126.8907453,37.4883336],[126.8909543,37.4886452],[126.891083,37.4889832],[126.8911265,37.4893347],[126.891083,37.4896863],[126.8909544,37.4900244],[126.8907454,37.4903359],[126.8904641,37.490609]]]}"
145602,2013098,1153010700,11530006,서울특별시 구로구6,서울특별시 구로구 개봉동(개봉역 부근),7,7,0,5,2,0,126.8575719,37.4935325,"{""type"":""Polygon"",""coordinates"":[[[126.8591711,37.4948067],[126.8588284,37.4950308],[126.8584374,37.4951973],[126.8580131,37.4952999],[126.8575719,37.4953345],[126.8571307,37.4952999],[126.8567064,37.4951973],[126.8563154,37.4950308],[126.8559727,37.4948067],[126.8556914,37.4945336],[126.8554825,37.4942221],[126.8553538,37.493884],[126.8553103,37.4935325],[126.8553538,37.4931809],[126.8554825,37.4928429],[126.8556915,37.4925313],[126.8559728,37.4922583],[126.8563155,37.4920342],[126.8567065,37.4918677],[126.8571307,37.4917651],[126.8575719,37.4917305],[126.8580131,37.4917651],[126.8584374,37.4918677],[126.8588284,37.4920342],[126.8591711,37.4922583],[126.8594523,37.4925313],[126.8596613,37.4928429],[126.85979,37.4931809],[126.8598335,37.4935325],[126.8597901,37.493884],[126.8596614,37.4942221],[126.8594524,37.4945336],[126.8591711,37.4948067]]]}"
138720,2013098,1154510300,11545001,서울특별시 금천구1,서울특별시 금천구 시흥동(관악농협협동조합 부근),3,5,0,0,5,0,126.9098618,37.45052574,"{""type"":""Polygon"",""coordinates"":[[[126.9114601,37.4518],[126.9111176,37.4520241],[126.9107268,37.4521906],[126.9103028,37.4522931],[126.9098618,37.4523278],[126.9094208,37.4522931],[126.9089968,37.4521906],[126.908606,37.4520241],[126.9082635,37.4518],[126.9079824,37.4515269],[126.9077735,37.4512153],[126.9076449,37.4508773],[126.9076015,37.4505257],[126.9076449,37.4501742],[126.9077736,37.4498361],[126.9079824,37.4495246],[126.9082635,37.4492515],[126.908606,37.4490274],[126.9089968,37.4488609],[126.9094208,37.4487583],[126.9098618,37.4487237],[126.9103027,37.4487583],[126.9107267,37.4488609],[126.9111175,37.4490274],[126.91146,37.4492515],[126.9117411,37.4495246],[126.91195,37.4498361],[126.9120786,37.4501742],[126.9121221,37.4505257],[126.9120787,37.4508773],[126.91195,37.4512153],[126.9117412,37.4515269],[126.9114601,37.4518]]]}"
145608,2013098,1154510300,11545002,서울특별시 금천구2,서울특별시 금천구 시흥동(장혁빌딩 부근),3,3,1,1,1,0,126.9054085,37.4572024,"{""type"":""Polygon"",""coordinates"":[[[126.9070069,37.4584766],[126.9066644,37.4587007],[126.9062736,37.4588673],[126.9058495,37.4589698],[126.9054085,37.4590044],[126.9049675,37.4589698],[126.9045434,37.4588673],[126.9041526,37.4587007],[126.9038101,37.4584766],[126.9035289,37.4582035],[126.90332,37.457892],[126.9031914,37.4575539],[126.903148,37.4572024],[126.9031914,37.4568508],[126.9033201,37.4565128],[126.903529,37.4562012],[126.9038101,37.4559282],[126.9041527,37.4557041],[126.9045435,37.4555375],[126.9049675,37.455435],[126.9054085,37.4554004],[126.9058495,37.455435],[126.9062735,37.4555375],[126.9066643,37.4557041],[126.9070069,37.4559282],[126.907288,37.4562012],[126.9074969,37.4565128],[126.9076256,37.4568508],[126.907669,37.4572024],[126.9076256,37.4575539],[126.9074969,37.457892],[126.9072881,37.4582035],[126.9070069,37.4584766]]]}"
152016,2013098,1154510300,11545003,서울특별시 금천구3,서울특별시 금천구 시흥동(시흥사거리 부근),3,3,1,2,0,0,126.900242,37.45472001,"{""type"":""Polygon"",""coordinates"":[[[126.9018404,37.4559942],[126.9014979,37.4562183],[126.9011071,37.4563849],[126.900683,37.4564874],[126.900242,37.456522],[126.899801,37.4564874],[126.899377,37.4563849],[126.8989862,37.4562183],[126.8986437,37.4559942],[126.8983625,37.4557212],[126.8981537,37.4554096],[126.898025,37.4550716],[126.8979816,37.45472],[126.8980251,37.4543684],[126.8981537,37.4540304],[126.8983626,37.4537188],[126.8986437,37.4534458],[126.8989862,37.4532217],[126.899377,37.4530552],[126.8998011,37.4529526],[126.900242,37.452918],[126.900683,37.4529526],[126.9011071,37.4530552],[126.9014978,37.4532217],[126.9018404,37.4534458],[126.9021215,37.4537188],[126.9023304,37.4540304],[126.902459,37.4543684],[126.9025025,37.45472],[126.902459,37.4550716],[126.9023304,37.4554096],[126.9021215,37.4557212],[126.9018404,37.4559942]]]}"
145609,2013098,1154510300,11545004,서울특별시 금천구4,서울특별시 금천구 시흥동(시흥4동사거리 부근),4,4,0,3,1,0,126.9040397,37.46338335,"{""type"":""Polygon"",""coordinates"":[[[126.9056383,37.4646576],[126.9052957,37.4648817],[126.9049049,37.4650482],[126.9044808,37.4651507],[126.9040397,37.4651854],[126.9035987,37.4651507],[126.9031746,37.4650482],[126.9027837,37.4648817],[126.9024412,37.4646576],[126.90216,37.4643845],[126.9019511,37.4640729],[126.9018225,37.4637349],[126.901779,37.4633833],[126.9018225,37.4630318],[126.9019512,37.4626937],[126.9021601,37.4623822],[126.9024412,37.4621091],[126.9027838,37.461885],[126.9031746,37.4617185],[126.9035987,37.4616159],[126.9040397,37.4615813],[126.9044808,37.4616159],[126.9049048,37.4617185],[126.9052957,37.461885],[126.9056383,37.4621091],[126.9059194,37.4623822],[126.9061283,37.4626937],[126.906257,37.4630318],[126.9063004,37.4633833],[126.906257,37.4637349],[126.9061284,37.4640729],[126.9059195,37.4643845],[126.9056383,37.4646576]]]}"
145607,2013098,1154510200,11545005,서울특별시 금천구5,서울특별시 금천구 독산동(독산1동새마을금고 부근),7,7,1,2,4,0,126.8976316,37.4721759,"{""type"":""Polygon"",""coordinates"":[[[126.8992304,37.4734501],[126.8988878,37.4736742],[126.8984969,37.4738408],[126.8980727,37.4739433],[126.8976316,37.4739779],[126.8971905,37.4739433],[126.8967664,37.4738408],[126.8963755,37.4736742],[126.8960329,37.4734501],[126.8957517,37.473177],[126.8955428,37.4728655],[126.8954141,37.4725274],[126.8953707,37.4721759],[126.8954141,37.4718243],[126.8955428,37.4714863],[126.8957517,37.4711747],[126.8960329,37.4709017],[126.8963755,37.4706776],[126.8967664,37.4705111],[126.8971906,37.4704085],[126.8976316,37.4703739],[126.8980727,37.4704085],[126.8984968,37.4705111],[126.8988877,37.4706776],[126.8992303,37.4709017],[126.8995115,37.4711747],[126.8997205,37.4714863],[126.8998491,37.4718243],[126.8998926,37.4721759],[126.8998492,37.4725274],[126.8997205,37.4728655],[126.8995116,37.473177],[126.8992304,37.4734501]]]}"
145616,2013098,1156010200,11560001,서울특별시 영등포구1,서울특별시 영등포구 영등포동1가(영등포로터리 부근),3,3,0,1,1,1,126.9124243,37.51832954,"{""type"":""Polygon"",""coordinates"":[[[126.914024,37.5196037],[126.9136812,37.5198278],[126.9132901,37.5199944],[126.9128657,37.5200969],[126.9124243,37.5201315],[126.9119829,37.5200969],[126.9115585,37.5199944],[126.9111674,37.5198278],[126.9108245,37.5196037],[126.9105432,37.5193307],[126.9103341,37.5190191],[126.9102054,37.5186811],[126.9101619,37.5183295],[126.9102054,37.517978],[126.9103342,37.5176399],[126.9105432,37.5173284],[126.9108246,37.5170553],[126.9111674,37.5168312],[126.9115585,37.5166647],[126.9119829,37.5165622],[126.9124243,37.5165275],[126.9128656,37.5165622],[126.91329,37.5166647],[126.9136812,37.5168312],[126.914024,37.5170553],[126.9143053,37.5173284],[126.9145144,37.5176399],[126.9146432,37.517978],[126.9146866,37.5183295],[126.9146432,37.5186811],[126.9145144,37.5190191],[126.9143054,37.5193307],[126.914024,37.5196037]]]}"
152321,2013098,1156010100,11560002,서울특별시 영등포구2,서울특별시 영등포구 영등포동(영등포역 부근),3,3,0,1,2,0,126.9061805,37.51621626,"{""type"":""Polygon"",""coordinates"":[[[126.9077802,37.5174905],[126.9074374,37.5177146],[126.9070463,37.5178811],[126.9066219,37.5179836],[126.9061805,37.5180183],[126.9057391,37.5179836],[126.9053147,37.5178811],[126.9049236,37.5177146],[126.9045808,37.5174905],[126.9042995,37.5172174],[126.9040904,37.5169058],[126.9039617,37.5165678],[126.9039182,37.5162162],[126.9039617,37.5158647],[126.9040904,37.5155266],[126.9042995,37.5152151],[126.9045809,37.514942],[126.9049237,37.5147179],[126.9053148,37.5145514],[126.9057392,37.5144489],[126.9061805,37.5144143],[126.9066218,37.5144489],[126.9070462,37.5145514],[126.9074373,37.5147179],[126.9077801,37.514942],[126.9080615,37.5152151],[126.9082706,37.5155266],[126.9083993,37.5158647],[126.9084428,37.5162162],[126.9083993,37.5165678],[126.9082706,37.5169058],[126.9080615,37.5172174],[126.9077802,37.5174905]]]}"
145610,2013098,1156013200,11560003,서울특별시 영등포구3,서울특별시 영등포구 신길동(대방역_노량진로_진출 부근),3,4,0,2,2,0,126.924783,37.51295409,"{""type"":""Polygon"",""coordinates"":[[[126.9263827,37.5142283],[126.9260399,37.5144524],[126.9256488,37.5146189],[126.9252244,37.5147215],[126.924783,37.5147561],[126.9243417,37.5147215],[126.9239173,37.5146189],[126.9235262,37.5144524],[126.9231834,37.5142283],[126.9229021,37.5139552],[126.922693,37.5136437],[126.9225643,37.5133056],[126.9225209,37.5129541],[126.9225643,37.5126025],[126.9226931,37.5122645],[126.9229021,37.5119529],[126.9231835,37.5116799],[126.9235263,37.5114558],[126.9239174,37.5112892],[126.9243417,37.5111867],[126.924783,37.5111521],[126.9252244,37.5111867],[126.9256487,37.5112892],[126.9260398,37.5114558],[126.9263826,37.5116799],[126.9266639,37.5119529],[126.926873,37.5122645],[126.9270017,37.5126025],[126.9270452,37.5129541],[126.9270018,37.5133056],[126.926873,37.5136437],[126.926664,37.5139552],[126.9263827,37.5142283]]]}"
145615,2013098,1156011100,11560004,서울특별시 영등포구4,서울특별시 영등포구 당산동1가(영등포유통상가 부근),3,3,1,0,2,0,126.8972386,37.52116272,"{""type"":""Polygon"",""coordinates"":[[[126.8988384,37.5224369],[126.8984956,37.522661],[126.8981044,37.5228276],[126.89768,37.5229301],[126.8972386,37.5229647],[126.8967972,37.5229301],[126.8963728,37.5228276],[126.8959816,37.522661],[126.8956388,37.5224369],[126.8953574,37.5221638],[126.8951484,37.5218523],[126.8950196,37.5215143],[126.8949762,37.5211627],[126.8950196,37.5208111],[126.8951484,37.5204731],[126.8953575,37.5201616],[126.8956388,37.5198885],[126.8959817,37.5196644],[126.8963728,37.5194979],[126.8967972,37.5193953],[126.8972386,37.5193607],[126.89768,37.5193953],[126.8981044,37.5194979],[126.8984955,37.5196644],[126.8988383,37.5198885],[126.8991197,37.5201616],[126.8993288,37.5204731],[126.8994575,37.5208111],[126.899501,37.5211627],[126.8994576,37.5215143],[126.8993288,37.5218523],[126.8991198,37.5221638],[126.8988384,37.5224369]]]}"
146572,2013098,1156013200,11560005,서울특별시 영등포구5,서울특별시 영등포구 신길동(신길광장공원앞_도림로_진출 부근),3,4,1,1,2,0,126.9048051,37.49852998,"{""type"":""Polygon"",""coordinates"":[[[126.9064044,37.4998042],[126.9060617,37.5000283],[126.9056707,37.5001948],[126.9052464,37.5002974],[126.9048051,37.500332],[126.9043638,37.5002974],[126.9039395,37.5001948],[126.9035485,37.5000283],[126.9032058,37.4998042],[126.9029245,37.4995311],[126.9027155,37.4992196],[126.9025868,37.4988815],[126.9025434,37.49853],[126.9025868,37.4981784],[126.9027155,37.4978404],[126.9029246,37.4975288],[126.9032058,37.4972558],[126.9035486,37.4970317],[126.9039396,37.4968651],[126.9043639,37.4967626],[126.9048051,37.496728],[126.9052463,37.4967626],[126.9056706,37.4968651],[126.9060616,37.4970317],[126.9064044,37.4972558],[126.9066857,37.4975288],[126.9068947,37.4978404],[126.9070234,37.4981784],[126.9070669,37.49853],[126.9070234,37.4988815],[126.9068947,37.4992196],[126.9066857,37.4995311],[126.9064044,37.4998042]]]}"
145614,2013098,1156012300,11560006,서울특별시 영등포구6,서울특별시 영등포구 문래동5가(신정동현대아파트 부근),3,3,1,2,0,0,126.8765461,37.51763543,"{""type"":""Polygon"",""coordinates"":[[[126.8781458,37.5189096],[126.877803,37.5191337],[126.8774119,37.5193003],[126.8769875,37.5194028],[126.8765461,37.5194374],[126.8761047,37.5194028],[126.8756803,37.5193003],[126.8752892,37.5191337],[126.8749464,37.5189096],[126.874665,37.5186366],[126.874456,37.518325],[126.8743272,37.517987],[126.8742838,37.5176354],[126.8743272,37.5172839],[126.874456,37.5169458],[126.8746651,37.5166343],[126.8749464,37.5163612],[126.8752892,37.5161371],[126.8756804,37.5159706],[126.8761047,37.5158681],[126.8765461,37.5158334],[126.8769874,37.5158681],[126.8774118,37.5159706],[126.8778029,37.5161371],[126.8781458,37.5163612],[126.8784271,37.5166343],[126.8786362,37.5169458],[126.8787649,37.5172839],[126.8788084,37.5176354],[126.878765,37.517987],[126.8786362,37.518325],[126.8784272,37.5186366],[126.8781458,37.5189096]]]}"
146573,2013098,1156013200,11560007,서울특별시 영등포구7,서울특별시 영등포구 신길동(보라매역 부근),3,3,2,1,0,0,126.9201564,37.49930113,"{""type"":""Polygon"",""coordinates"":[[[126.9217557,37.5005753],[126.921413,37.5007994],[126.921022,37.500966],[126.9205977,37.5010685],[126.9201564,37.5011031],[126.9197151,37.5010685],[126.9192908,37.500966],[126.9188998,37.5007994],[126.9185571,37.5005753],[126.9182758,37.5003023],[126.9180668,37.4999907],[126.9179381,37.4996527],[126.9178946,37.4993011],[126.9179381,37.4989495],[126.9180668,37.4986115],[126.9182758,37.4983],[126.9185571,37.4980269],[126.9188999,37.4978028],[126.9192909,37.4976363],[126.9197152,37.4975337],[126.9201564,37.4974991],[126.9205976,37.4975337],[126.9210219,37.4976363],[126.921413,37.4978028],[126.9217557,37.4980269],[126.922037,37.4983],[126.922246,37.4986115],[126.9223747,37.4989495],[126.9224182,37.4993011],[126.9223747,37.4996527],[126.922246,37.4999907],[126.922037,37.5003023],[126.9217557,37.5005753]]]}"
145612,2013098,1156010500,11560008,서울특별시 영등포구8,서울특별시 영등포구 영등포동4가(영등포시장앞 부근),3,3,3,0,0,0,126.9043848,37.52006921,"{""type"":""Polygon"",""coordinates"":[[[126.9059846,37.5213434],[126.9056418,37.5215675],[126.9052506,37.521734],[126.9048262,37.5218366],[126.9043848,37.5218712],[126.9039434,37.5218366],[126.903519,37.521734],[126.9031279,37.5215675],[126.902785,37.5213434],[126.9025037,37.5210703],[126.9022946,37.5207588],[126.9021659,37.5204207],[126.9021224,37.5200692],[126.9021659,37.5197176],[126.9022946,37.5193796],[126.9025037,37.5190681],[126.9027851,37.518795],[126.9031279,37.5185709],[126.903519,37.5184044],[126.9039434,37.5183018],[126.9043848,37.5182672],[126.9048262,37.5183018],[126.9052506,37.5184044],[126.9056417,37.5185709],[126.9059845,37.518795],[126.9062659,37.5190681],[126.906475,37.5193796],[126.9066037,37.5197176],[126.9066472,37.5200692],[126.9066037,37.5204207],[126.906475,37.5207588],[126.9062659,37.5210703],[126.9059846,37.5213434]]]}"
145617,2013098,1156011600,11560009,서울특별시 영등포구9,서울특별시 영등포구 당산동6가(당산역_당산로_진입_1 부근),4,4,1,1,1,1,126.9023754,37.5344114,"{""type"":""Polygon"",""coordinates"":[[[126.9039755,37.5356856],[126.9036326,37.5359097],[126.9032413,37.5360762],[126.9028168,37.5361788],[126.9023754,37.5362134],[126.9019339,37.5361788],[126.9015094,37.5360762],[126.9011182,37.5359097],[126.9007753,37.5356856],[126.9004939,37.5354125],[126.9002848,37.535101],[126.900156,37.5347629],[126.9001125,37.5344114],[126.900156,37.5340598],[126.9002848,37.5337218],[126.9004939,37.5334102],[126.9007753,37.5331372],[126.9011182,37.5329131],[126.9015094,37.5327466],[126.9019339,37.532644],[126.9023754,37.5326094],[126.9028168,37.532644],[126.9032413,37.5327466],[126.9036325,37.5329131],[126.9039754,37.5331372],[126.9042568,37.5334102],[126.9044659,37.5337218],[126.9045947,37.5340598],[126.9046382,37.5344114],[126.9045947,37.5347629],[126.904466,37.535101],[126.9042569,37.5354125],[126.9039755,37.5356856]]]}"
152322,2013098,1156013300,11560010,서울특별시 영등포구10,서울특별시 영등포구 대림동(대림역 부근),5,5,0,4,1,0,126.8973184,37.49296063,"{""type"":""Polygon"",""coordinates"":[[[126.8989176,37.4942348],[126.8985748,37.4944589],[126.8981838,37.4946255],[126.8977596,37.494728],[126.8973184,37.4947626],[126.8968771,37.494728],[126.8964529,37.4946255],[126.8960619,37.4944589],[126.8957191,37.4942348],[126.8954379,37.4939618],[126.8952289,37.4936502],[126.8951002,37.4933122],[126.8950568,37.4929606],[126.8951002,37.4926091],[126.8952289,37.492271],[126.8954379,37.4919595],[126.8957192,37.4916864],[126.8960619,37.4914623],[126.8964529,37.4912958],[126.8968772,37.4911932],[126.8973184,37.4911586],[126.8977596,37.4911932],[126.8981838,37.4912958],[126.8985748,37.4914623],[126.8989175,37.4916864],[126.8991988,37.4919595],[126.8994078,37.492271],[126.8995365,37.4926091],[126.8995799,37.4929606],[126.8995365,37.4933122],[126.8994078,37.4936502],[126.8991988,37.4939618],[126.8989176,37.4942348]]]}"
152323,2013098,1159010700,11590001,서울특별시 동작구1,서울특별시 동작구 사당동(남성역 부근),3,3,1,1,1,0,126.9705886,37.48509275,"{""type"":""Polygon"",""coordinates"":[[[126.9721876,37.486367],[126.9718449,37.4865911],[126.971454,37.4867576],[126.9710297,37.4868601],[126.9705886,37.4868948],[126.9701474,37.4868601],[126.9697232,37.4867576],[126.9693322,37.4865911],[126.9689895,37.486367],[126.9687083,37.4860939],[126.9684993,37.4857823],[126.9683707,37.4854443],[126.9683272,37.4850927],[126.9683707,37.4847412],[126.9684994,37.4844031],[126.9687084,37.4840916],[126.9689896,37.4838185],[126.9693323,37.4835944],[126.9697232,37.4834279],[126.9701474,37.4833254],[126.9705886,37.4832907],[126.9710297,37.4833254],[126.9714539,37.4834279],[126.9718449,37.4835944],[126.9721876,37.4838185],[126.9724688,37.4840916],[126.9726778,37.4844031],[126.9728064,37.4847412],[126.9728499,37.4850927],[126.9728065,37.4854443],[126.9726778,37.4857823],[126.9724688,37.4860939],[126.9721876,37.486367]]]}"
139185,2013098,1159010200,11590002,서울특별시 동작구2,서울특별시 동작구 상도동(동광교회 부근),4,4,1,2,1,0,126.9344264,37.50195119,"{""type"":""Polygon"",""coordinates"":[[[126.9360258,37.5032254],[126.9356831,37.5034495],[126.935292,37.503616],[126.9348677,37.5037186],[126.9344264,37.5037532],[126.9339852,37.5037186],[126.9335609,37.503616],[126.9331698,37.5034495],[126.932827,37.5032254],[126.9325458,37.5029523],[126.9323367,37.5026408],[126.932208,37.5023027],[126.9321646,37.5019512],[126.9322081,37.5015996],[126.9323368,37.5012616],[126.9325458,37.50095],[126.9328271,37.500677],[126.9331699,37.5004529],[126.9335609,37.5002863],[126.9339852,37.5001838],[126.9344264,37.5001492],[126.9348677,37.5001838],[126.935292,37.5002863],[126.935683,37.5004529],[126.9360258,37.500677],[126.9363071,37.50095],[126.9365161,37.5012616],[126.9366448,37.5015996],[126.9366883,37.5019512],[126.9366448,37.5023027],[126.9365161,37.5026408],[126.9363071,37.5029523],[126.9360258,37.5032254]]]}"
145618,2013098,1159010500,11590003,서울특별시 동작구3,서울특별시 동작구 흑석동(명수대상가 부근),5,5,0,2,2,1,126.9622516,37.50728158,"{""type"":""Polygon"",""coordinates"":[[[126.9638512,37.5085558],[126.9635084,37.5087799],[126.9631173,37.5089464],[126.962693,37.509049],[126.9622516,37.5090836],[126.9618103,37.509049],[126.961386,37.5089464],[126.9609949,37.5087799],[126.9606521,37.5085558],[126.9603708,37.5082827],[126.9601618,37.5079712],[126.9600331,37.5076331],[126.9599896,37.5072816],[126.9600331,37.50693],[126.9601618,37.506592],[126.9603709,37.5062804],[126.9606522,37.5060074],[126.960995,37.5057833],[126.961386,37.5056167],[126.9618104,37.5055142],[126.9622516,37.5054796],[126.9626929,37.5055142],[126.9631173,37.5056167],[126.9635083,37.5057833],[126.9638511,37.5060074],[126.9641324,37.5062804],[126.9643415,37.506592],[126.9644702,37.50693],[126.9645137,37.5072816],[126.9644702,37.5076331],[126.9643415,37.5079712],[126.9641325,37.5082827],[126.9638512,37.5085558]]]}"
145621,2013098,1159010200,11590004,서울특별시 동작구4,서울특별시 동작구 상도동(신대방삼거리역 부근),5,5,0,3,2,0,126.9284935,37.49940192,"{""type"":""Polygon"",""coordinates"":[[[126.9300928,37.5006761],[126.9297501,37.5009002],[126.929359,37.5010668],[126.9289347,37.5011693],[126.9284935,37.5012039],[126.9280522,37.5011693],[126.9276279,37.5010668],[126.9272369,37.5009002],[126.9268941,37.5006761],[126.9266129,37.500403],[126.9264039,37.5000915],[126.9262752,37.4997535],[126.9262317,37.4994019],[126.9262752,37.4990503],[126.9264039,37.4987123],[126.9266129,37.4984008],[126.9268942,37.4981277],[126.9272369,37.4979036],[126.927628,37.4977371],[126.9280522,37.4976345],[126.9284935,37.4975999],[126.9289347,37.4976345],[126.929359,37.4977371],[126.92975,37.4979036],[126.9300928,37.4981277],[126.9303741,37.4984008],[126.9305831,37.4987123],[126.9307118,37.4990503],[126.9307553,37.4994019],[126.9307118,37.4997535],[126.9305831,37.5000915],[126.9303741,37.500403],[126.9300928,37.5006761]]]}"
